Order_ID,Order_Date,Product,Region,Customer_ID,Units_Sold,Unit_Price,Revenue,Cost,Profit
322,2022-11-18,Laptop,Central,1302,5,14756,73780,38057.90621746445,35722.09378253555
323,2022-11-19,Laptop,Central,1310,3,22692,68076,48170.80747794734,19905.19252205266
324,2022-11-20,Headphones,South,1207,1,28730,28730,18311.89000302689,10418.10999697311
325,2022-11-21,Tablet,Central,1617,5,40430,202150,114812.4040109596,87337.59598904036
326,2022-11-22,Tablet,East,1445,9,46333,416997,285305.6327480109,131691.3672519891
327,2022-11-23,Camera,South,1669,9,23125,208125,119850.3287582413,88274.6712417587
328,2022-11-24,Camera,Central,1632,4,32588,130352,87764.63633269125,42587.36366730875
329,2022-11-25,Camera,South,1054,3,14614,43842,26645.52896556453,17196.47103443547
330,2022-11-26,Camera,West,1911,1,41667,41667,31127.9851878704,10539.0148121296
331,2022-11-27,Camera,North,1011,2,38901,77802,58056.54080999309,19745.45919000691
332,2022-11-28,Camera,South,1656,8,6255,50040,32185.98417661349,17854.01582338651
333,2022-11-29,Smartwatch,North,1399,1,11325,11325,6854.407923965717,4470.592076034283
334,2022-11-30,Tablet,Central,1907,8,23193,185544,112953.2384678282,72590.7615321718
335,2022-12-01,Camera,North,1647,7,4617,32319,23971.46632652134,8347.533673478658
336,2022-12-02,Tablet,South,1979,8,25229,201832,120787.1364116023,81044.8635883977
337,2022-12-03,Tablet,West,1514,6,32682,196092,110344.4612126769,85747.53878732314
338,2022-12-04,Mobile,Central,1655,9,29390,264510,138975.2739928312,125534.7260071688
339,2022-12-05,Smartwatch,South,1541,3,29840,89520,57293.51045447168,32226.48954552832
340,2022-12-06,Camera,Central,1236,4,2018,8072,5203.531090744289,2868.468909255711
341,2022-12-07,Laptop,East,1278,6,31449,188694,141949.3284602299,46744.67153977015
342,2022-12-08,Headphones,North,1347,8,23047,184376,104425.3317687818,79950.66823121815
343,2022-12-09,Laptop,East,1626,5,16846,84230,51742.2684943268,32487.7315056732
344,2022-12-10,Smartwatch,South,1103,3,3100,9300,6905.452011513397,2394.547988486603
345,2022-12-11,Headphones,West,1629,6,46505,279030,208459.7088321858,70570.29116781417
346,2022-12-12,Smartwatch,Central,1516,4,29767,119068,73272.461478392,45795.538521608
347,2022-12-13,Tablet,North,1979,9,36822,331398,211344.8349207479,120053.1650792521
348,2022-12-14,Headphones,Central,1871,3,27490,82470,48738.59622550211,33731.40377449789
349,2022-12-15,Tablet,South,1247,4,16693,66772,52066.5663025443,14705.4336974557
350,2022-12-16,Laptop,Central,1363,7,30609,214263,114757.7907537265,99505.20924627353
351,2022-12-17,Laptop,North,1320,7,19733,138131,107759.4224645848,30371.57753541518
352,2022-12-18,Headphones,South,1632,4,48521,194084,136860.2609314032,57223.73906859677
353,2022-12-19,Headphones,Central,1285,6,16694,100164,66055.31793051412,34108.68206948588
354,2022-12-20,Camera,West,1148,3,35010,105030,53544.05434625869,51485.94565374131
355,2022-12-21,Smartwatch,South,1083,6,1806,10836,6964.068100374984,3871.931899625016
356,2022-12-22,Camera,South,1965,2,4349,8698,5412.97790519413,3285.02209480587
357,2022-12-23,Smartwatch,West,1405,8,12860,102880,56415.85741280019,46464.14258719981
358,2022-12-24,Camera,East,1977,2,46036,92072,64167.08350405374,27904.91649594626
359,2022-12-25,Tablet,North,1455,7,29731,208117,164692.4040166297,43424.59598337032
360,2022-12-26,Headphones,East,1742,9,46300,416700,278629.2232711763,138070.7767288237
361,2022-12-27,Laptop,Central,1799,1,37463,37463,26764.54059862587,10698.45940137413
362,2022-12-28,Smartwatch,West,1160,8,19189,153512,79908.3897622943,73603.6102377057
363,2022-12-29,Smartwatch,East,1783,7,29584,207088,129492.1468489249,77595.85315107506
364,2022-12-30,Laptop,South,1459,6,40887,245322,131224.5888892573,114097.4111107427
365,2022-12-31,Camera,Central,1549,6,9780,58680,40127.65788878473,18552.34211121527
366,2023-01-01,Smartwatch,Central,1499,6,3142,18852,14733.67969399597,4118.320306004025
367,2023-01-02,Tablet,East,1737,9,42637,383733,268050.2863843618,115682.7136156382
368,2023-01-03,Headphones,East,1508,2,14796,29592,15477.82674171611,14114.17325828389
369,2023-01-04,Laptop,West,1653,1,15938,15938,9664.800992515675,6273.199007484325
370,2023-01-05,Headphones,North,1803,6,48942,293652,195337.0208098695,98314.97919013051
371,2023-01-06,Smartwatch,East,1480,8,38025,304200,188896.7398247206,115303.2601752794
372,2023-01-07,Smartwatch,East,1662,3,3494,10482,7862.476955340228,2619.523044659772
373,2023-01-08,Laptop,South,1113,1,48494,48494,36098.99671072186,12395.00328927814
374,2023-01-09,Tablet,Central,1748,9,34539,310851,212481.9853290319,98369.01467096806
375,2023-01-10,Mobile,North,1577,1,2313,2313,1415.642468127584,897.3575318724156
376,2023-01-11,Laptop,South,1360,3,27991,83973,48418.90839420627,35554.09160579373
377,2023-01-12,Mobile,West,1340,8,19345,154760,82295.53284599917,72464.46715400083
378,2023-01-13,Camera,West,1769,3,41743,125229,75947.5446016013,49281.4553983987
379,2023-01-14,Mobile,East,1986,4,37664,150656,94002.07562573387,56653.92437426613
380,2023-01-15,Tablet,East,1760,8,42551,340408,239220.6590866483,101187.3409133517
381,2023-01-16,Camera,West,1968,1,13818,13818,9637.33573564316,4180.664264356839
382,2023-01-17,Mobile,East,1448,6,17700,106200,55333.64532897044,50866.35467102956
383,2023-01-18,Camera,North,1842,1,582,582,360.0122764742802,221.9877235257198
384,2023-01-19,Mobile,East,1834,1,2420,2420,1341.971457599805,1078.028542400195
385,2023-01-20,Tablet,Central,1179,8,41085,328680,179802.3599950583,148877.6400049417
386,2023-01-21,Mobile,East,1701,4,12183,48732,36460.82650829864,12271.17349170136
387,2023-01-22,Mobile,South,1406,1,11836,11836,6066.832551516088,5769.167448483912
388,2023-01-23,Mobile,North,1665,7,16096,112672,70505.05189809315,42166.94810190685
389,2023-01-24,Laptop,South,1195,5,2593,12965,7136.728119103873,5828.271880896127
390,2023-01-25,Laptop,South,1465,5,13405,67025,51193.63231175492,15831.36768824508
391,2023-01-26,Laptop,Central,1310,1,24851,24851,16578.40413861937,8272.595861380629
392,2023-01-27,Tablet,North,1261,6,31481,188886,107554.3688648032,81331.6311351968
393,2023-01-28,Camera,North,1418,9,8867,79803,51930.06143932151,27872.93856067849
394,2023-01-29,Smartwatch,North,1405,9,5785,52065,37457.95119538282,14607.04880461718
395,2023-01-30,Mobile,North,1938,8,44164,353312,278210.3769902029,75101.62300979713
396,2023-01-31,Mobile,North,1142,5,38205,191025,108145.7093882943,82879.29061170566
397,2023-02-01,Tablet,Central,1341,1,17253,17253,13213.28823436428,4039.711765635722
398,2023-02-02,Mobile,East,1315,9,18985,170865,133324.4617401685,37540.53825983155
399,2023-02-03,Laptop,South,1100,1,13477,13477,10443.6799035976,3033.320096402404
400,2023-02-04,Smartwatch,North,1243,8,20374,162992,112566.2370560909,50425.76294390908
401,2023-02-05,Headphones,East,1489,5,8174,40870,28157.23104402395,12712.76895597605
402,2023-02-06,Mobile,East,1011,3,29538,88614,55026.03211468538,33587.96788531462
403,2023-02-07,Laptop,South,1238,7,29815,208705,151461.2600078636,57243.73999213637
404,2023-02-08,Headphones,Central,1560,7,4176,29232,19275.23602333033,9956.763976669667
405,2023-02-09,Smartwatch,West,1041,9,2926,26334,18518.89625031777,7815.103749682228
406,2023-02-10,Headphones,West,1677,7,24973,174811,109875.2463889135,64935.75361108646
407,2023-02-11,Laptop,East,1593,3,3462,10386,7472.196682665613,2913.803317334387
408,2023-02-12,Camera,South,1428,1,30443,30443,22751.31592313059,7691.684076869413
409,2023-02-13,Camera,West,1802,8,1359,10872,5913.616494535745,4958.383505464255
410,2023-02-14,Headphones,East,1157,3,45316,135948,101944.5386918655,34003.46130813446
411,2023-02-15,Tablet,Central,1215,8,4638,37104,24566.14875466427,12537.85124533573
412,2023-02-16,Headphones,West,1669,8,35692,285536,215122.7575053959,70413.24249460408
413,2023-02-17,Mobile,East,1461,5,26140,130700,82261.33990563119,48438.66009436881
414,2023-02-18,Mobile,East,1133,1,10909,10909,6694.985796513059,4214.014203486941
415,2023-02-19,Camera,North,1066,7,4517,31619,24489.49159043862,7129.508409561382
416,2023-02-20,Tablet,Central,1847,5,10951,54755,31503.33197338381,23251.66802661619
417,2023-02-21,Laptop,North,1006,8,28827,230616,173714.6608824568,56901.33911754325
418,2023-02-22,Mobile,South,1947,9,10778,97002,62586.28907236717,34415.71092763283
419,2023-02-23,Camera,North,1525,7,25444,178108,116523.3533245759,61584.64667542407
420,2023-02-24,Smartwatch,North,1072,7,44264,309848,183597.4840248861,126250.5159751139
421,2023-02-25,Camera,West,1398,1,1634,1634,1097.905286743442,536.0947132565584
422,2023-02-26,Mobile,East,1404,4,30631,122524,73215.85298376395,49308.14701623605
423,2023-02-27,Mobile,Central,1674,2,38387,76774,39291.46100269659,37482.53899730341
424,2023-02-28,Camera,North,1577,2,38962,77924,45320.56579685608,32603.43420314392
425,2023-03-01,Laptop,Central,1858,2,23020,46040,23108.10734753183,22931.89265246817
426,2023-03-02,Headphones,North,1129,4,22369,89476,70999.78187800979,18476.21812199021
427,2023-03-03,Mobile,South,1930,1,37432,37432,29560.95486739184,7871.04513260816
428,2023-03-04,Camera,North,1465,4,5539,22156,13704.51823123892,8451.481768761083
429,2023-03-05,Camera,West,1205,2,21781,43562,31299.7873470231,12262.2126529769
430,2023-03-06,Tablet,East,1787,5,47899,239495,144593.1494616414,94901.85053835859
431,2023-03-07,Headphones,South,1977,3,10942,32826,23021.79119235128,9804.208807648723
432,2023-03-08,Smartwatch,North,1767,8,8752,70016,51925.89696817219,18090.10303182781
433,2023-03-09,Laptop,Central,1265,4,28086,112344,88080.71506611153,24263.28493388847
434,2023-03-10,Smartwatch,South,1536,1,18068,18068,11203.31062001556,6864.689379984437
435,2023-03-11,Headphones,South,1961,1,21310,21310,15662.62400503801,5647.375994961985
436,2023-03-12,Headphones,North,1792,3,2051,6153,3567.377327021828,2585.622672978172
437,2023-03-13,Headphones,South,1252,9,13125,118125,94157.40101568741,23967.59898431259
438,2023-03-14,Smartwatch,Central,1821,7,34897,244279,124027.9915449671,120251.0084550329
439,2023-03-15,Headphones,South,1288,2,26749,53498,36435.27522705909,17062.72477294091
440,2023-03-16,Camera,Central,1163,9,1861,16749,11688.31970600342,5060.680293996576
441,2023-03-17,Smartwatch,North,1094,2,26649,53298,37650.43563028108,15647.56436971892
442,2023-03-18,Headphones,East,1781,3,4870,14610,7832.658757832578,6777.341242167422
443,2023-03-19,Camera,South,1832,2,5783,11566,9039.510642695068,2526.489357304932
444,2023-03-20,Tablet,East,1109,3,8110,24330,13487.45675378656,10842.54324621344
445,2023-03-21,Headphones,Central,1335,6,43826,262956,180605.0231707007,82350.9768292993
446,2023-03-22,Smartwatch,South,1821,9,15424,138816,78681.30077986505,60134.69922013495
447,2023-03-23,Mobile,West,1237,9,48107,432963,256385.5024688342,176577.4975311658
448,2023-03-24,Headphones,East,1380,7,45217,316519,210148.8533507733,106370.1466492267
449,2023-03-25,Mobile,South,1435,3,11126,33378,20866.52457745453,12511.47542254547
450,2023-03-26,Camera,East,1898,4,35261,141044,77301.65789923912,63742.34210076088
451,2023-03-27,Tablet,South,1482,6,1369,8214,4528.221482845454,3685.778517154546
452,2023-03-28,Laptop,North,1936,5,32052,160260,100233.5651252911,60026.43487470891
453,2023-03-29,Tablet,East,1901,2,1514,3028,2201.915857465465,826.0841425345352
454,2023-03-30,Headphones,West,1024,6,10603,63618,48947.01447094879,14670.98552905121
455,2023-03-31,Mobile,West,1652,3,17486,52458,27552.95067204081,24905.04932795919
456,2023-04-01,Mobile,Central,1116,8,45281,362248,223844.3312916734,138403.6687083266
457,2023-04-02,Smartwatch,South,1481,2,30971,61942,32833.82321243673,29108.17678756327
458,2023-04-03,Mobile,East,1391,1,33958,33958,17148.03423719653,16809.96576280347
459,2023-04-04,Smartwatch,Central,1916,9,25569,230121,160743.109490613,69377.89050938701
460,2023-04-05,Camera,East,1993,3,17373,52119,35479.21873975698,16639.78126024302
461,2023-04-06,Laptop,South,1963,1,23748,23748,13035.41337446278,10712.58662553722
462,2023-04-07,Headphones,West,1536,7,24124,168868,96279.05164962786,72588.94835037214
463,2023-04-08,Smartwatch,North,1078,5,44016,220080,111605.2807266257,108474.7192733743
464,2023-04-09,Laptop,West,1579,5,29561,147805,110925.3115212984,36879.6884787016
465,2023-04-10,Mobile,Central,1172,1,24670,24670,19548.68510135533,5121.314898644669
466,2023-04-11,Mobile,North,1955,9,8524,76716,41475.57414742246,35240.42585257754
467,2023-04-12,Laptop,Central,1011,7,17178,120246,68473.19056632662,51772.80943367338
468,2023-04-13,Mobile,South,1799,8,38756,310048,235798.5908242097,74249.40917579026
469,2023-04-14,Camera,North,1127,9,20911,188199,146407.3680934668,41791.63190653318
470,2023-04-15,Camera,Central,1607,6,44303,265818,166372.3534928822,99445.64650711778
471,2023-04-16,Laptop,South,1091,5,19796,98980,50993.18369155788,47986.81630844212
472,2023-04-17,Smartwatch,West,1652,6,26793,160758,82278.76572023708,78479.23427976292
473,2023-04-18,Smartwatch,South,1542,2,27672,55344,37201.404416317,18142.595583683
474,2023-04-19,Laptop,East,1845,4,21628,86512,53453.04249817001,33058.95750182999
475,2023-04-20,Smartwatch,South,1531,3,18757,56271,28619.19022566666,27651.80977433334
476,2023-04-21,Smartwatch,South,1657,7,13355,93485,63100.10496860182,30384.89503139818
477,2023-04-22,Camera,East,1988,9,20142,181278,91253.67036833544,90024.32963166456
478,2023-04-23,Smartwatch,Central,1827,5,36085,180425,132830.9756647248,47594.02433527523
479,2023-04-24,Tablet,Central,1446,6,20525,123150,72896.16063477607,50253.83936522393
480,2023-04-25,Headphones,South,1389,2,4958,9916,5077.759507351864,4838.240492648136
481,2023-04-26,Mobile,East,1671,3,5807,17421,11785.40521252425,5635.594787475746
482,2023-04-27,Tablet,East,1860,3,42201,126603,78405.91197614041,48197.08802385959
483,2023-04-28,Smartwatch,West,1042,9,18925,170325,134921.266621517,35403.73337848304
484,2023-04-29,Camera,Central,1253,7,43927,307489,203945.0307603803,103543.9692396197
485,2023-04-30,Laptop,North,1129,8,28773,230184,134098.6966943468,96085.30330565319
486,2023-05-01,Smartwatch,Central,1059,9,39006,351054,250242.4053555646,100811.5946444354
487,2023-05-02,Camera,Central,1662,6,6168,37008,21518.2128090302,15489.7871909698
488,2023-05-03,Headphones,West,1466,4,26434,105736,81551.32059808109,24184.67940191891
489,2023-05-04,Smartwatch,North,1286,1,47695,47695,29209.20931500479,18485.79068499521
490,2023-05-05,Laptop,West,1516,8,8197,65576,43605.45426178373,21970.54573821627
491,2023-05-06,Camera,North,1466,7,24917,174419,89855.77305877545,84563.22694122455
492,2023-05-07,Camera,South,1929,2,16946,33892,21278.6302990031,12613.3697009969
493,2023-05-08,Camera,North,1777,8,41097,328776,246486.346534675,82289.65346532498
494,2023-05-09,Headphones,West,1344,5,11251,56255,41724.03206371445,14530.96793628555
495,2023-05-10,Smartwatch,Central,1641,7,46718,327026,185520.40030829,141505.59969171
496,2023-05-11,Headphones,North,1381,4,7852,31408,17834.20743868993,13573.79256131007
497,2023-05-12,Mobile,North,1778,5,14016,70080,52223.02688397109,17856.97311602891
498,2023-05-13,Mobile,East,1689,8,23799,190392,148338.1248038635,42053.87519613653
499,2023-05-14,Smartwatch,Central,1252,1,32457,32457,17157.03882652737,15299.96117347263
500,2023-05-15,Headphones,South,1926,1,29427,29427,18686.66267471866,10740.33732528134
501,2023-05-16,Laptop,West,1055,4,41594,166376,100031.2879350858,66344.71206491423
502,2023-05-17,Camera,South,1462,3,36912,110736,84292.9670410605,26443.0329589395
503,2023-05-18,Camera,Central,1456,2,29993,59986,31496.09765959868,28489.90234040132
504,2023-05-19,Smartwatch,North,1982,3,27211,81633,45986.95322065208,35646.04677934792
505,2023-05-20,Mobile,North,1082,1,8503,8503,6170.971482349389,2332.028517650611
506,2023-05-21,Mobile,Central,1904,1,32207,32207,16599.1062982414,15607.8937017586
507,2023-05-22,Camera,North,1098,6,3778,22668,14683.43760300945,7984.562396990548
508,2023-05-23,Smartwatch,North,1148,5,7796,38980,24659.99966354465,14320.00033645535
509,2023-05-24,Headphones,North,1328,8,25898,207184,124376.7721602815,82807.22783971853
510,2023-05-25,Mobile,West,1155,2,36342,72684,44945.7282499922,27738.2717500078
511,2023-05-26,Headphones,West,1189,4,13761,55044,36273.01490009633,18770.98509990367
512,2023-05-27,Mobile,East,1493,8,11673,93384,51212.73881872223,42171.26118127777
513,2023-05-28,Mobile,South,1882,6,30949,185694,124711.860786598,60982.13921340196
514,2023-05-29,Tablet,Central,1262,1,41580,41580,30836.96287568803,10743.03712431197
515,2023-05-30,Mobile,Central,1079,4,2137,8548,6223.356688353884,2324.643311646116
516,2023-05-31,Laptop,Central,1399,1,32281,32281,17630.91284702591,14650.08715297409
517,2023-06-01,Smartwatch,East,1763,2,14152,28304,15419.30709746881,12884.69290253119
518,2023-06-02,Smartwatch,West,1608,5,5603,28015,16261.37147371212,11753.62852628788
519,2023-06-03,Headphones,East,1259,8,26000,208000,126531.0629236807,81468.93707631927
520,2023-06-04,Mobile,Central,1771,8,35300,282400,175804.3568569266,106595.6431430734
521,2023-06-05,Laptop,South,1614,3,36029,108087,76083.42992275974,32003.57007724026
522,2023-06-06,Headphones,North,1551,4,48463,193852,100222.2845408635,93629.71545913654
523,2023-06-07,Tablet,West,1784,6,18952,113712,58038.81076288634,55673.18923711366
524,2023-06-08,Headphones,West,1100,3,49893,149679,92437.73434526441,57241.26565473559
525,2023-06-09,Headphones,East,1358,2,31674,63348,44923.17767086704,18424.82232913296
526,2023-06-10,Mobile,West,1379,6,35936,215616,120320.3264720715,95295.6735279285
527,2023-06-11,Tablet,Central,1819,5,47906,239530,165862.870518593,73667.129481407
528,2023-06-12,Headphones,Central,1220,5,16454,82270,47547.81827250453,34722.18172749547
529,2023-06-13,Laptop,East,1819,5,17686,88430,67721.97838071379,20708.02161928621
530,2023-06-14,Laptop,Central,1419,5,12856,64280,49412.48488523743,14867.51511476257
531,2023-06-15,Smartwatch,South,1123,3,33463,100389,59147.80954517942,41241.19045482058
532,2023-06-16,Tablet,East,1421,7,2687,18809,10702.28575548838,8106.714244511622
533,2023-06-17,Tablet,South,1230,6,12207,73242,45658.41765662248,27583.58234337752
534,2023-06-18,Smartwatch,North,1689,4,35598,142392,81470.93204309152,60921.06795690848
535,2023-06-19,Headphones,South,1062,2,27435,54870,38503.11044442473,16366.88955557527
536,2023-06-20,Tablet,North,1484,9,21725,195525,146217.3892338911,49307.61076610893
537,2023-06-21,Laptop,North,1627,1,4106,4106,2882.114886856437,1223.885113143563
538,2023-06-22,Laptop,South,1702,4,33328,133312,99624.74204711159,33687.25795288841
539,2023-06-23,Mobile,East,1573,1,26989,26989,16708.82643974525,10280.17356025475
540,2023-06-24,Tablet,Central,1767,6,14887,89322,48849.76333729706,40472.23666270294
541,2023-06-25,Headphones,Central,1482,4,4427,17708,12774.29061295497,4933.709387045032
542,2023-06-26,Smartwatch,North,1518,5,6796,33980,20664.677105413,13315.322894587
543,2023-06-27,Smartwatch,North,1154,5,30944,154720,108517.7066238354,46202.29337616458
544,2023-06-28,Headphones,East,1091,9,46890,422010,245269.3349867175,176740.6650132825
545,2023-06-29,Camera,West,1981,1,47393,47393,24851.41482471779,22541.58517528221
546,2023-06-30,Mobile,South,1525,2,3091,6182,4931.842197911606,1250.157802088394
547,2023-07-01,Smartwatch,North,1454,6,45395,272370,148948.3814145172,123421.6185854828
548,2023-07-02,Tablet,Central,1740,5,49016,245080,195212.665160171,49867.33483982898
549,2023-07-03,Mobile,East,1597,7,26647,186529,147951.8145625061,38577.18543749393
550,2023-07-04,Tablet,South,1644,3,39389,118167,87224.4311653504,30942.5688346496
551,2023-07-05,Laptop,East,1509,3,1700,5100,3558.917131985456,1541.082868014544
552,2023-07-06,Mobile,South,1182,2,16221,32442,21844.56489727371,10597.43510272629
553,2023-07-07,Smartwatch,South,1385,3,19738,59214,44992.60107240093,14221.39892759907
554,2023-07-08,Mobile,North,1573,1,11587,11587,6799.620721101502,4787.379278898498
555,2023-07-09,Mobile,East,1730,5,31316,156580,100258.8572752646,56321.14272473539
556,2023-07-10,Mobile,East,1404,5,23908,119540,81982.5630814215,37557.4369185785
557,2023-07-11,Camera,Central,1245,7,40240,281680,175587.2399728755,106092.7600271245
558,2023-07-12,Mobile,Central,1741,4,636,2544,1598.257661761693,945.7423382383072
559,2023-07-13,Tablet,North,1590,3,17913,53739,32194.25032406835,21544.74967593165
560,2023-07-14,Laptop,North,1660,1,48614,48614,32535.86966089061,16078.13033910939
561,2023-07-15,Headphones,West,1649,8,19478,155824,117673.9775760283,38150.02242397175
562,2023-07-16,Mobile,Central,1470,3,1161,3483,1952.077002178796,1530.922997821204
563,2023-07-17,Smartwatch,South,1825,2,35740,71480,55777.9820830288,15702.0179169712
564,2023-07-18,Mobile,East,1887,4,27753,111012,78455.09958536955,32556.90041463045
565,2023-07-19,Smartwatch,North,1422,3,27384,82152,61366.06229042695,20785.93770957305
566,2023-07-20,Tablet,East,1900,1,33354,33354,22242.35530859442,11111.64469140558
567,2023-07-21,Smartwatch,East,1064,3,11204,33612,24666.33461047968,8945.665389520316
568,2023-07-22,Headphones,West,1012,2,39487,78974,39870.82305384612,39103.17694615388
569,2023-07-23,Laptop,Central,1212,8,25027,200216,149263.8565382978,50952.14346170216
570,2023-07-24,Smartwatch,North,1985,6,16822,100932,51681.38859756126,49250.61140243874
571,2023-07-25,Smartwatch,East,1241,9,48017,432153,331450.1206006021,100702.8793993979
572,2023-07-26,Laptop,North,1492,8,7468,59744,47651.14671130766,12092.85328869234
573,2023-07-27,Headphones,South,1212,3,28018,84054,49442.26393974206,34611.73606025794
574,2023-07-28,Mobile,West,1692,5,46864,234320,131944.5532326662,102375.4467673338
575,2023-07-29,Smartwatch,South,1337,7,28386,198702,144974.7693375961,53727.23066240389
576,2023-07-30,Laptop,North,1996,5,2200,11000,6334.986925036837,4665.013074963163
577,2023-07-31,Tablet,North,1172,8,28746,229968,174699.4950400036,55268.50495999641
578,2023-08-01,Laptop,Central,1671,5,35968,179840,95468.56353208018,84371.43646791982
579,2023-08-02,Tablet,East,1163,1,23699,23699,12745.00365969832,10953.99634030168
580,2023-08-03,Headphones,East,1464,5,45089,225445,178945.9467018975,46499.05329810249
581,2023-08-04,Mobile,South,1994,4,32615,130460,91602.70680049145,38857.29319950855
582,2023-08-05,Laptop,West,1496,6,6020,36120,27236.86996391214,8883.130036087863
583,2023-08-06,Camera,East,1699,3,44778,134334,80237.53877314164,54096.46122685836
584,2023-08-07,Smartwatch,Central,1394,5,36955,184775,129886.6854453009,54888.3145546991
585,2023-08-08,Headphones,South,1702,2,21429,42858,29069.40487043756,13788.59512956244
586,2023-08-09,Laptop,South,1916,6,42105,252630,172027.144453998,80602.85554600196
587,2023-08-10,Smartwatch,Central,1307,6,15455,92730,65352.37049187988,27377.62950812012
588,2023-08-11,Laptop,West,1767,5,44549,222745,149820.0137055923,72924.98629440769
589,2023-08-12,Tablet,Central,1182,6,14417,86502,54385.42592082576,32116.57407917424
590,2023-08-13,Laptop,West,1628,7,5257,36799,21445.60376915292,15353.39623084708
591,2023-08-14,Camera,Central,1793,5,13545,67725,49478.15119082898,18246.84880917102
592,2023-08-15,Laptop,Central,1509,1,42180,42180,23953.25132926032,18226.74867073968
593,2023-08-16,Laptop,North,1707,8,5233,41864,29627.41620185452,12236.58379814548
594,2023-08-17,Camera,South,1545,4,31454,125816,71715.1007243343,54100.8992756657
595,2023-08-18,Headphones,Central,1563,9,31635,284715,195769.7638015747,88945.2361984253
596,2023-08-19,Laptop,Central,1623,6,7581,45486,32937.4806175893,12548.5193824107
597,2023-08-20,Camera,East,1763,1,41958,41958,23732.03920522217,18225.96079477783
598,2023-08-21,Smartwatch,South,1593,3,24001,72003,37296.32924757503,34706.67075242497
599,2023-08-22,Tablet,East,1743,3,21613,64839,34967.16195659978,29871.83804340022
600,2023-08-23,Tablet,South,1226,4,34941,139764,95290.96804010028,44473.03195989972
601,2023-08-24,Laptop,East,1744,6,47586,285516,215517.1620359841,69998.83796401587
602,2023-08-25,Headphones,Central,1732,7,25190,176330,90545.2868465327,85784.7131534673
603,2023-08-26,Headphones,Central,1435,4,44439,177756,128027.9373606621,49728.06263933792
604,2023-08-27,Smartwatch,North,1924,6,29845,179070,107870.9789790827,71199.02102091725
605,2023-08-28,Laptop,East,1421,1,46813,46813,30126.90457431279,16686.09542568721
606,2023-08-29,Tablet,West,1553,8,45071,360568,280759.1090506148,79808.89094938524
607,2023-08-30,Headphones,North,1020,7,27329,191303,114703.6434311444,76599.35656885557
608,2023-08-31,Laptop,East,1553,9,35562,320058,204709.4425208412,115348.5574791588
609,2023-09-01,Headphones,East,1396,3,4130,12390,6245.857535665451,6144.142464334549
610,2023-09-02,Camera,North,1624,2,48361,96722,50728.7174188924,45993.2825811076
611,2023-09-03,Headphones,Central,1104,1,32370,32370,18696.18294150989,13673.81705849011
612,2023-09-04,Tablet,East,1191,3,49798,149394,75945.28729956708,73448.71270043292
613,2023-09-05,Mobile,Central,1016,5,47721,238605,164497.2929015229,74107.70709847711
614,2023-09-06,Smartwatch,North,1119,2,45442,90884,57067.8364778676,33816.1635221324
615,2023-09-07,Smartwatch,Central,1392,3,3953,11859,7879.636187745484,3979.363812254516
616,2023-09-08,Tablet,South,1424,4,37775,151100,83466.75693668061,67633.24306331939
617,2023-09-09,Headphones,West,1128,7,43870,307090,180808.3300759071,126281.6699240929
618,2023-09-10,Laptop,East,1129,3,38896,116688,81582.10509648443,35105.89490351557
619,2023-09-11,Headphones,West,1571,9,8828,79452,62734.56959936476,16717.43040063524
620,2023-09-12,Tablet,Central,1559,8,16034,128272,66076.11811505078,62195.88188494922
621,2023-09-13,Smartwatch,East,1028,4,20244,80976,62117.92822967282,18858.07177032718
622,2023-09-14,Headphones,Central,1096,1,19889,19889,13386.57706386359,6502.42293613641
623,2023-09-15,Smartwatch,South,1009,1,36820,36820,24639.05553438262,12180.94446561738
624,2023-09-16,Laptop,North,1241,1,49670,49670,32289.65045313083,17380.34954686917
625,2023-09-17,Smartwatch,East,1825,1,35510,35510,18494.25519713727,17015.74480286273
626,2023-09-18,Smartwatch,South,1955,8,15165,121320,63931.15789578931,57388.84210421069
627,2023-09-19,Mobile,South,1231,3,38365,115095,78296.09018739976,36798.90981260024
628,2023-09-20,Mobile,East,1788,6,9140,54840,33029.4504172578,21810.5495827422
629,2023-09-21,Camera,Central,1283,3,35216,105648,81896.26100933965,23751.73899066035
630,2023-09-22,Mobile,South,1714,5,26021,130105,80922.33855894626,49182.66144105374
631,2023-09-23,Smartwatch,West,1758,7,30549,213843,116113.4210920047,97729.57890799534
632,2023-09-24,Tablet,South,1801,2,6118,12236,8741.589894019275,3494.410105980725
633,2023-09-25,Smartwatch,Central,1775,6,37504,225024,132315.4680919025,92708.53190809747
634,2023-09-26,Tablet,Central,1954,6,2420,14520,9548.94865884227,4971.05134115773
635,2023-09-27,Tablet,West,1725,3,44437,133311,94564.13594054393,38746.86405945607
636,2023-09-28,Mobile,South,1199,6,4688,28128,21660.78867596755,6467.211324032447
637,2023-09-29,Headphones,Central,1944,5,12707,63535,46867.06026851735,16667.93973148265
638,2023-09-30,Laptop,East,1078,2,738,1476,1037.492680854042,438.5073191459578
639,2023-10-01,Mobile,North,1912,9,33472,301248,212045.4410790517,89202.55892094833
640,2023-10-02,Mobile,North,1955,8,11299,90392,70847.20612700451,19544.79387299549
641,2023-10-03,Headphones,North,1854,3,6052,18156,10689.29469424413,7466.705305755868
642,2023-10-04,Laptop,South,1855,8,29416,235328,117742.5120709001,117585.4879290999
